seller,category,product_name,product_brand,normal_price,sale_price,discount,main_img,description,shipment_type,shipment_time,shipping_price
버크셔세상,#육류#돼지고기#국산#흑돼지#목살,[버크셔세상] 버크셔K 흑돼지 목살 400g,버크셔세상,25000,22500,10,육류7.jpeg,"한 번만 먹는 사람은 없다는 흑돼지, 버크셔K 입니다. 버크셔K는 두터운 지방층이 특징이라 유난히 고소한 풍미와 촉촉한 육즙이 남다른 순수 혈통 흑돼지예요. 지방 역시 불포화지방산 함량이 월등히 높아 오히려 지방 섭취에 대한 걱정을 놓아도 되죠. 두 번째로 가져온 부위는 앞다리살을 잇는 버크셔K 목살이랍니다. 근육 사이로 지방이 적당히 박혀 있어 육질, 풍미 모두가 부드럽고 고소한 부위이죠. 스테이크용으로 두툼하게 준비했어요. 사양 관리가 잘 된 버크셔K라 미듐 정도로만 적당히 익히면 더욱 풍성한 감칠맛을 누릴 수 있답니다. 돼지고기의 신세계를 버크셔K와 함께 경험해보세요.",일반 택배배송,2,1000
컬리,#육류#돼지고기#비엔나#소세지,[KF365] 통통한 그릴 비엔나 소시지 700g,컬리,11000,8500,22,육류8.jpg,"비엔나 소시지의 가장 큰 매력은 한 입에 쏙 넣고 깨물면 톡 하고 터지는 식감일 거예요. 이 매력을 오롯이 느낄 수 있도록, 입안 가득 꽉 차는 크기의 통통한 비엔나 소시지를 준비했답니다. 국산 돼지고기 함량이 94.36%에 달하니 풍성한 육즙과 육향은 말할 것도 없고요. 입자를 살려 갈았기에 쫄깃하게 씹히는 식감이 일품이에요. 넉넉한 양을 담았으니, 냉장고에 구비해 두고 두루두루 활용해 보세요. ",일반 택배배송,2,1000
우리땅오리,#육류#오리#가슴살,[우리땅오리] 무항생제 오리 가슴살 슬라이스 350g (냉장),우리땅오리,9900,7992,20,육류9.jpg,"오리 가슴살은 퍽퍽한 느낌이 덜하고 지방의 고소한 풍미가 진하게 느껴지는 것이 특징이죠. 특히 프랑스에서는 고급 요리에 사용되는 귀한 재료이기도 한데요. 신선한 오리 가슴살을 길고 얇게 슬라이스해 사용이 간편한 제품을 만나보세요. 무항생제 1등급 오리만을 엄선해 더욱 안심할 수 있답니다. 기름기가 적고, 잡내가 거의 나지 않아 소고기처럼 미디움으로 익혀 즐겨도 좋고요. 샐러드 토핑으로 올리기에도 제격일 거예요.",일반 택배배송,2,1000
해올림,#육류#돼지고기#국산#삼겹살#냉장,[해올림] 무항생제 삼겹살 500g 2종 (냉장),해올림,20500,16400,20,육류10.jpg," 해올림 삼겹살의 가장 큰 특징은 돼지 특유의 누린내가 없고 맛이 매우 깔끔하다는 점입니다. 구울 때 버터 냄새처럼 부드럽고 고소한 향, 고기가 식어도 기름이 하얗게 굳지 않고 비교적 부드럽게 유지되는 점, 삶았을 때 딱딱하게 굳지 않고 야들야들하게 남는 점 등 직접 맛을 보면 해올림 삼겹살의 우수성을 직접 느끼실 수 있죠. ",일반 택배배송,2,1000
계란장사,#육류#계란#국산,[KF365] 무항생제 대란 20구,계란장사,6900,4900,28,육류12.jpg,매일 같이 식탁에 오르는 식재료인 만큼 믿고 살 수 있는 달걀을 찾고 있는 분이라면 KF365가 선보이는 무항생제 대란을 만나보세요. 항생제와 산란촉진제 등이 포함돼 있지 않은 사료를 급여해 무항생제 인증을 받았고요. 알이 굵은 대란을 20구로 담아 든든하답니다. 다양한 요리에 언제든 부담 없이 사용해 보세요.,일반 택배배송,2,1000
하림,#육류#닭#국산#가슴살,[자연실록] 무항생제 닭 가슴살 500g,하림,8200,7380,10,육류13.jpg,"좋은 환경에서 키워 더욱 안심할 수 있는 하림의 자연실록 닭고기를 소개할게요. 무항생제 인증농가에서 기능성 사료를 먹고 자란 건강한 닭을 깨끗하게 손질하고요. 본연의 육향과 육즙을 살려 신선한 냉장 상태 그대로 담았답니다. 이번에는 지방이 적은 담백한 부위, 닭 가슴살을 준비했어요. 깔끔한 풍미를 자랑해 그대로 삶아 즐기거나 반려견 간식으로 마련하기에 제격이랍니다. 카레나 샌드위치 등의 요리에 활용하기에도 참 좋을 거예요.",일반 택배배송,2,1000
하림,#육류#닭#국산#다리살,[자연실록] 무항생제 닭 다리살 (정육) 500g,하림,10200,9180,10,육류14.jpeg,"좋은 환경에서 키워 더욱 안심할 수 있는 하림의 자연실록 닭고기를 소개할게요. 무항생제 인증농가에서 기능성 사료를 먹고 자란 건강한 닭을 깨끗하게 손질하고요. 본연의 육향과 육즙을 살려 신선한 냉장 상태 그대로 담았답니다. 이번에는 닭 다리의 뼈를 발라낸 뒤, 부드러운 살코기를 담아 준비했어요. 고소한 감칠맛이 남달라 다양한 요리에 두루 활용하기 좋답니다. 해동 없이 간편하게 우리 가족 반찬을 요리해 보세요.",일반 택배배송,2,1000
하림,#육류#닭#국산#안심살,[자연실록] 무항생제 닭 안심살 500g,하림,8200,7380,10,육류15.jpeg,"좋은 환경에서 키워 더욱 안심할 수 있는 하림의 자연실록 닭고기를 소개할게요. 무항생제 인증농가에서 기능성 사료를 먹고 자란 건강한 닭을 깨끗하게 손질하고요. 본연의 육향과 육즙을 살려 신선한 냉장 상태 그대로 담았답니다. 닭 안심살은 비교적 지방이 적고 담백해 식단 조절용으로 많이 활용하는 부위인데요. 기다란 모양새를 지녀 샐러드나 샌드위치 토핑으로 알맞답니다. 위생적인 환경에서 가공한 무항생제 닭고기, 안심하고 선택해 보세요.",일반 택배배송,2,1000
삼삼물산,#어류#생굴#국산#국밥,[삼삼물산] 굴밥용 생굴 200g (가열조리용) ,삼삼물산,6100,3900,36,어류1.jpg,"굴밥 한 그릇만 있으면 다른 반찬이 필요하지가 않아요. 원하는 재료를 넣어 밥을 짓기만 해도 맛있으니 요리의 부담 또한 덜하죠. 이번에 삼삼물산은 중간 크기의 생굴을 골라 굴밥용 제품으로 선보여요. 냉각한 해수만을 사용하고, 위생적인 시설에서 깔끔하게 손질하였으니 맛과 신선함이 그대로 담겨 있답니다. 받으신 후 살살 세척해 맛있는 굴밥을 지어보세요. 무, 콩나물, 미역, 버섯 등의 재료를 더하면 맛과 영양을 모두 챙기실 수 있을 거예요. ",일반 택배배송,2,1000
법성포참맛,#어류#굴비#국산,[법성포참맛] 실속형 영광 굴비 1kg (20미),법성포참맛,16900,11900,29,어류2.jpg,"지방질이 풍부하고 살이 꽉 들어찬 참조기들이 떼를 지어 지나가는 영광 법성포. 그 길목에서 잡아 올린 참조기에 국내산 천일염을 더해 맛을 돋운 법성포참맛의 영광 굴비를 만나보세요. 어쩌다 한 번씩 구워 맛보던 굴비 맛이 못내 아쉬웠던 분들을 위해 실속형으로 준비했어요. 소담한 크기의 굴비지만 법성포 굴비만의 깊은 참맛이 차곡히 들어차 있지요. 가득 넣어뒀다가 필요할 때마다 꺼내 쓰기 좋은 냉동 굴비입니다. 그대로 해동해 구워 즐겨보아도 좋고, 찜이나 조림으로 활용해보아도 좋을 거예요.",일반 택배배송,2,1000
청산바다,#어류#낙지#국산,[청산바다] 국산 뻘낙지 120~150g (생물),청산바다,11500,10500,9,어류3.jpg,"국산 뻘낙지는 깨끗한 황토 갯벌에서 자란 낙지를 한 마리씩 정성스레 잡은 것입니다. 통통하고 둥근 머리부터 길쭉하게 뻗은 다리 끝까지 안심하고 섭취할 수 있는 맛과 영양이 가득 차 있죠. 살아 있는 상태로 포장해 보내 드리니, 집에서도 싱싱한 낙지를 맛볼 수 있답니다. 흐르는 물에 가볍게 세척만 하여 싱싱한 국산 뻘낙지를 즐겨 보세요.",일반 택배배송,2,1000
삼삼물산,#어류#멍게#국산#통영,[삼삼물산] 손질된 통영멍게 150g 내외 (생물),삼삼물산,7900,6320,20,어류4.jpg,"통통한 멍게는 입에 넣고 살짝 씹기만 해도 바다의 향이 톡 터져 나오죠. 삼삼물산은 통영과 거제 인근에서 양식한 멍게를 깔끔히 손질해 담았습니다. 세척과 손질 과정에서 냉각 해수만 사용하기에 신선함도 그대로 살아 있어요. 가볍게 헹군 후 초장에 살짝 찍어 향기와 식감을 즐겨보세요. 소포장 제품이라 혼자서 넉넉하게, 혹은 둘이서 알뜰히 먹을 수 있답니다.",일반 택배배송,2,1000
만선,#어류#전복#국산#완도,[만선] 대용량 완도 전복 7-9마리 500g 내외 (생물),만선,23900,19120,20,어류5.jpg,"바다의 산삼이라고도 불리는 귀한 전복. 그동안 충분히 즐기지 못해 아쉬웠다면 대용량 완도 전복을 만나보세요. 완도 바다에서 잡아올린 싱싱한 전복을 넉넉하게 담았답니다. 어렵지 않게 손질할 수 있을 거예요. 버터에 노릇하게 굽거나 간장에 조려도 좋고요. 라면이나 탕, 전골 등 국물 요리에 특별함을 더해 보세요.",일반 택배배송,2,1000
Sea to Table,#어류#생새우#손질#냉동#베트남,[Sea to Table] 손질 생새우살 200g (냉동) (26/30 사이즈),Sea to Table,8400,6888,18,어류6.jpg,"언제나 맛있는 새우이지만, 늘 드는 생각이 하나 있죠. 누군가 새우의 속살만을 쏙 발라내 준다면 얼마나 좋을까? 준비한 손질 생새우살은 새우의 껍질과 내장, 꼬리까지 제거돼 세척만 마치면 손질 없이, 누구든 간편하게 즐길 수 있는 상품이에요. 4~5성급 호텔에 식자재로 납품될 정도로 맛과 품질이 우수한데요. 오동통 속살이 탄력 있게 차올라 흐뭇한 웃음을 안겨요. 크기가 꽤 커서 칠리 새우, 새우튀김 등 새우를 메인으로 한 요리에 활용하기도 좋지요. 손질이 번거롭다는 이유로 새우를 멀리하셨다면, 앞으로는 빠르고 자신 있게 요리해보세요. 200g 소분했기에 1~2인 가구라도 부담 없이 즐길 수 있어요.",일반 택배배송,2,1000
이호,#어류#참가자미#손질#생물,[이호] 손질 참가자미 280g (생물),이호,12900,10900,15,어류7.jpg,"흰 살점이 주는 담백한 감칠맛, 오롯이 즐기고 싶다면 이호의 손질 참가자미를 추천할게요. 탄탄한 수산 경력의 베테랑이 국내 해협에서 잡아 올린 신선한 가자미를 깔끔하게 손질해 준비했어요. 소가구가 즐기기에 부담 없는 크기이지만, 통통한 살점은 오롯이 맛볼 수 있답니다. 별도의 간이 되어 있지 않은 상품이니 소금 간을 살짝 더해 그대로 구워보세요. 비린내가 적어서 어떤 요리를 해도 무척 잘 어울릴 거예요.",일반 택배배송,2,1000
Hallo,#어류#고등어#노르웨이#냉동,Hallo! 노르웨이 고등어 3종 (냉동) (택1),Hallo,3900,3400,12,어류8.jpg,"노르웨이어로 안녕이란 뜻의 Hallo!(할로)에는 북대서양 청정 해역의 신선함을 그대로 전하고 싶은 마음이 담겨 있어요. 지방을 가득 품은 촉촉한 속살 덕분에 전 세계인들의 사랑을 받는 노르웨이 고등어를 간편하게 드실 수 있도록 준비했답니다. 통통하게 살이 오른 고등어만 선별하여 머리를 제거하고, 먹기 좋은 순살 형태로 손질했지요. 국산 천일염과 녹차를 넣고 숙성하여 감칠맛이 살아있고, 윤기가 자르르 도는 속살은 바라만 보아도 입에 침이 고여요. 원산지부터 가공 과정, 염도까지 꼼꼼하게 확인한 Hallo! 노르웨이 고등어를 오늘부터 식탁의 단골손님으로 맞이해 보세요.",일반 택배배송,2,1000
Hallo,#어류#생연어#노르웨이#냉장,[KF365] 노르웨이 생연어 1kg (냉장),Hallo,61900,54900,11,어류9.jpg,"노르웨이에서 항공 직송으로 날아온 신선한 생연어를 만나보세요. 어획 후, 배송 과정에서 한 번도 얼리지 않았기에 연어 본연의 맛과 식감을 오롯이 즐길 수 있답니다. 이번에는 노르웨이산 연어를 도톰하게 썰어 큼지막한 필렛 형태로 준비했어요. 가시뿐만 아니라 혈압육까지 깔끔하게 제거해 비린맛 없이 부드럽고 고소한 풍미를 맛볼 수 있죠. 원하는 대로 잘라 회로 드시거나 초밥, 연어장을 만들어도 좋고 홈파티에 준비해 근사한 요리를 펼쳐 보세요.",일반 택배배송,2,1000
만전김,#어류#만지도#곱창#김,[만전김] 만지도 무산김(곱창김) 2종 (택1),만전김,15860,14260,10,어류10.jpg,"물 맑고 공기 좋기로 소문난 신안에서 뱃길로 약 20분을 가면 작은 섬 만지도가 그 모습을 드러냅니다. 만지도를 포함한 신안 인근 해역은 품질이 뛰어난 해산물로 유명하죠. 프리미엄 김을 지속적으로 선보여온 만전김 또한 만지도에서 맛 좋은 김을 수확했습니다. 김발에 포자를 착상해 전통 방식 그대로 재배하며, 화학 처리를 하는 대신 햇빛과 해풍으로 길러 원초가 건강하고 맛이 달아요. 특히 이 만지도 무산김은 엽채가 구불구불하고 식감이 오독오독한 곱창김만을 선별한 제품이랍니다. 풍미가 진하고 독특한 식감을 지닌 곱창김을 온전히 담아냈으니 가정에서 취향에 따라 굽거나 양념하여 드세요. 불에 살짝 구워 양념간장에 찍어 먹기만 해도 맛있을 거예요. ",일반 택배배송,2,1000
오징어장사,#어류#원양#오징어#손질#냉장,[KF365] 원양산 손질오징어 3미 (냉장),오징어장사,9200,8280,10,어류11.jpg,"도톰한 몸통, 통통한 다리로 요리에 식감을 더해 보세요. 신선함을 그대로 간직한 원양산 손질 오징어를 준비했답니다. 뼈와 내장을 깔끔하게 손질해 두어, 흐르는 물에 가볍게 헹군 뒤 곧바로 사용할 수 있고요. 냉장 상태로 보내드리니 해동을 기다릴 필요도 없지요. 부담 없는 크기의 오징어 세 마리를 담았으니, 다채로운 요리에 활용해 보세요.",일반 택배배송,2,1000
더브레드블루,#빵#밀#식빵,[더브레드블루] 우리밀 식빵,더브레드블루,4500,4050,10,빵1.jpeg,"더브레드블루는 누구나 편안하고 건강하게 즐길 수 있는 빵을 만드는 비건 베이커리입니다. 빵을 만들 때 흔히 사용하는 계란, 우유, 버터를 사용하지 않고 식물성 재료만을 사용하죠. 이번에는 더브레드블루의 우리밀 식빵을 소개할게요. 우리밀과 쌀눈유, 유기농 비정제 설탕 등으로 깔끔하게 만들어낸 식빵이에요. 높은 밀 함량으로 은은하게 올라오는 구수한 밀의 향을 느낄 수 있지요. 잘 구운 식빵을 모두 슬라이스하여 보내 드리니, 다양하게 활용해 보세요.",일반 택배배송,2,1000
나폴레옹,#빵#크로와상#버터,[나폴레옹] 크로와상,나폴레옹,3700,3330,10,빵2.jpg,"오랜 전통과 노하우를 지닌 베이커리, 나폴레옹에서 만든 겉바속촉 크로와상을 소개할게요. 깊게 배어든 고소한 버터 풍미는 물론이고요. 겹겹이 결이 살아 있어 쫄깃한 식감까지 무척 매력적인 제품이랍니다. 별도로 조리할 필요 없이 바로 먹을 수 있는 크로와상이라 더욱 간편하죠. 우유나 커피를 곁들여 간단히 즐길 크로와상으로 부담 없이 선택해 보세요.",일반 택배배송,2,1000
아티제,#빵#카스테라#폭신,[아티제] 카스테라 2종,아티제,12000,10800,10,빵3.jpg,"맛있는 베이커리, 여유로운 분위기를 누릴 수 있는 아티제의 카스테라를 소개할게요. 국산 계란을 비롯해 꼼꼼히 엄선한 재료들로 정통 제조법을 충실하게 지켜 구워냈어요. 한 입을 먹어 보면 폭신한 식감에 은은한 달콤함이 부드럽게 어우러진답니다. 벌꿀로 달콤함을 더한 허니 카스테라와 담백한 매력의 흑미 카스테라, 두 가지 중 선택해 보세요. 우유, 커피를 곁들여 간식으로 즐기기에도 좋고, 아담한 사이즈라 부담 없는 선물로도 제격일 거예요.",일반 택배배송,2,1000
더벨로,#빵#치즈#바게트,[더벨로] 치즈 바게트,더벨로,3500,3150,10,빵4.jpg,"우리 밀로 건강한 빵을 만드는 베이커리, 더벨로가 소개하는 치즈 바게트를 만나 보세요. 국내산 밀가루로 만든 쫀쫀한 바게트 속에 롤치즈를 쏙쏙 넣어 짭조름한 맛과 부드러운 식감을 더했어요. 낮은 온도에서 천천히 발효했기에 더욱 깊은 풍미를 전한답니다. 살짝 데워 그대로 먹어도 고소하니 맛있고, 가볍게 올리브 오일과 발사믹 식초만 곁들여서 즐겨도 참 좋을 거예요.",일반 택배배송,2,1000
포비베이글,#빵#치즈#크림#잼,[포비베이글] 크림치즈 8종,포비베이글,9900,8910,10,빵5.jpg,"베이글 혹은 식사빵과 떼어놓을 수 없는 조합이 있어요. 슥슥 바르기만 하면 평범한 빵을 특별하게 바꿔주는 재료, 크림치즈입니다. 포비베이글이 만든 크림치즈를 준비했어요. 정직한 재료로 맛있는 베이글을 만드는 포비답게, 크림치즈 역시 재료 고유의 맛을 잘 살려 만들었답니다. 무화과, 토마토, 올리브 등 개성있는 토핑을 사용한 것은 물론, 유기농 설탕과 진한 크림치즈를 사용해 밀도 있는 풍미를 완성했지요. 각기 다른 매력을 지닌 여덟 가지 맛으로 준비했으니 입맛에 따라, 기분에 따라 골라 보세요. ",일반 택배배송,2,1000
네니아,#빵#유기농#잼#딸기#유기농,[네니아] 유기농 생 딸기잼 600g,네니아,17500,15750,19,빵6.jpg,"유개농 재료로 만들어 더욱 안심하고 즐길 수 있는 네니아의 유기농 딸기잼을 만나보세요. 싱싱한 국산 유기농 딸기만을 골라 깨끗하게 세척한 뒤, 유기농 설탕을 넣어 완성했답니다. 덕분에 딸기 고유의 자연스러운 단맛과 상큼함이 그대로 살아있지요. 빵이나 크래커에 곁들이는 스프레드는 물론, 요거트의 토핑으로 활용해도 매력만점일 거예요. 온 가족이 즐기는 딸기잼으로 고민 없이 선택해보세요. ",일반 택배배송,2,1000
포비베이글,#빵#베이글,[포비베이글] 베이글 7종 (택1),포비베이글,3200,2880,10,빵7.jpeg,"베이글은 근본에 가까운 빵으로 불리곤 해요. 화려한 기교 없이, 재료 본연의 맛이 정직하게 묻어나기에 더욱 어려운 빵이기도 하지요. 포비베이글은 밀가루와 소금을 더해 베이글을 구워요. 일반적인 베이글보다 오동통한 외관에, 먹음직스럽게 그을린 겉면으로 눈길을 사로잡는데요. 반을 살짝 갈라보면 하얗고 폭신한 속살이 모습을 드러낸답니다. 각기 다른 매력을 지닌 구성으로 다채롭게 준비했으니 입맛에 따라, 기분에 따라 골라 보세요. ",일반 택배배송,2,1000
우드앤브릭,#빵#콩플레#잼#버터,[우드앤브릭] 빵콩플레,우드앤브릭,5500,4950,10,빵9.jpg,"바쁜 일상 탓에 아침 식사를 챙기기 어려운 현대인에게 버터나 잼을 곁들여 간단하게 먹을 수 있는 빵은 허기를 채워주고 든든한 하루를 시작할 수 있도록 도와주는 고마운 녀석이죠. 하지만 빵의 풍미를 오롯이 살린 건강한 식사 빵을 찾기란 좀처럼 쉽지 않아요. 그래서 통밀을 넣어 원재료 본연의 맛을 그대로 느낄 수 있게 만든 우드앤브릭의 빵콩플레를 준비했어요. 어디에 곁들여도 좋을 무난함으로 편하게 먹을 수 있는 건강한 식사 빵, 빵콩플레로 한 끼 식사 알차게 챙겨보세요.",일반 택배배송,2,1000
브레댄코,#빵#제리#롤#딸기,[브레댄코] 돌아온 제리롤 2종 (택1),브레댄코,2300,1725,25,빵10.jpg,"온 가족이 함께 즐기기 좋은 브레댄코의 돌아온 제리롤을 만나 보세요. 약간의 밀도가 느껴지는 촉촉한 시트 속에 국산 딸기로 만든 잼을 발라 돌돌 말아냈답니다. 부드러운 풍미와 딸기 특유의 새콤달콤한 맛이 어우러져 누구나 좋아하는 간식이지요. 취향에 따라 우유나 커피, 차를 곁들여 즐겨 보세요. 때로는 든든한 간식으로, 때로는 간단한 아침으로 손색이 없을 거예요. ",일반 택배배송,2,1000
룩트,#빵#스프레드#버터#달콤,[룩트] 스프레드 버터 90g 4종(택1),룩트,16000,12500,21,빵11.jpg,룩트(lukt)는 아이슬란드어로 등불을 의미합니다. 모든 이의 미식 경험을 환하게 밝히겠다는 의미가 담겨있죠. 이번에는 빵이나 크래커에 곁들이기 좋은 스프레드 버터를 준비했습니다. 프랑스산 버터에 각기 다른 개성을 가진 재료를 더해 색다르게 풀어냈답니다. 4가지 종류 중 취향에 따라 골라보세요.,일반 택배배송,2,1000
데체코,#면#밀#구불구불#마팔디네,[데체코] 마팔디네 면 500g,데체코,6500,5200,20,면1.jpg,작은 여왕들이라는 뜻을 가진 마팔디네 면은 이탈리아 사보이 왕실의 마팔다 공주에게서 이름을 따왔어요. 공주의 머리카락처럼 구불구불한 모양이 돋보이는데요. 작은 틈 사이사이로 소스가 충분히 묻어나 파스타의 풍미를 제대로 즐길 수 있게 해준답니다. 녹진한 풍미를 지닌 소스와 함께 요리해 즐겨 보세요.,일반 택배배송,2,1000
우리농,#면#흑#밀#국수,[우리농]오월햇살 우리밀아리흑국수,우리농,3500,2975,15,면2.jpg,"온 가족이 안심하고 먹을 수 있는 국수, 우리농으로 만나보세요. 50여 년간 쌓아 온 국수 제조 노하우로 정성껏 만든 국수를 선보여요. 이번에는 아리흑으로 만든 국수를 소개할게요. 아리흑은 검붉은 빛을 띠는 우리 밀 품종이에요. 다른 첨가물 없이 아리흑 밀가루와 천일염으로 만들어 더욱 믿음직스럽답니다. 밀 본연의 구수하고 담백한 맛은 물론이고요. 쫄깃쫄깃한 식감이 살아있답니다. 국수나 사리 등으로 다양하게 활용해 보세요. ",일반 택배배송,2,1000
윤서울,#면#들기름#들깨,[윤서울] 생들기름면,윤서울,8900,8200,7,면3.jpg,"식재료 본연의 편안한 맛을 지향하는 한식 파인 다이닝, 윤서울을 만나보세요. 김도윤 셰프의 시그니처 메뉴인 생들기름면을 준비했습니다. 겉모습은 단정하게만 보이지만, 한 입 맛보면 속에 숨긴 탄탄한 내공을 느낄 수 있어요. 유기농 통밀로 만든 면부터 태안산 소금, 국내산 들깨를 저온 압착한 생들기름까지, 무엇 하나 허투루 고른 것이 없지요. 간장을 사용하지 않고 소금으로 간을 했기에 깔끔한 뒷맛이 특징이랍니다. 마지막 단계에 생들기름을 훌훌 둘러 고소한 향기를 오롯이 누려 보세요.",일반 택배배송,2,1000
테이블마크,#면#우동#사누끼#탱글탱글,[테이블마크] 사누끼 우동,테이블마크,7380,7380,0,면4.jpg,"사누끼 우동이라 하면 떠오르는 이미지가 있습니다. 면발의 생김새가 통통하고 매끈하며 실제로 맛을 한번 보면 쫀득쫀득, 부들부들한 식감을 느낄 수 있죠. 사누끼 우동을 합리적인 가격에 넉넉하게 즐길 수 없을까 하는 고민에서 테이블마크의 제품을 엄선했습니다. 손으로 직접 뽑은 고급 면은 아니지만, 수타면에 버금갈 정도로 품질이 뛰어나요. 무엇보다 250g씩 직사각형 모양으로 깔끔하게 면이 말려 있어 하나씩 꺼내어 사용하기 참 편리합니다. 취향에 맞는 육수를 준비해 따끈한 우동 한 그릇을 간편하게 즐겨 보세요.",일반 택배배송,2,1000
데체코,#면#파스타#구르메,[데체코] 구르메 파스타면 6종,데체코,6500,5200,20,면5.jpeg,"평소 집에서 파스타를 자주 요리하시는 분이라면 데체코 제품을 한두번쯤 사용해보셨을 거예요. 그만큼 대중적인 브랜드이고, 그 명성만큼이나 품질 또한 일정하지요. 오랜 시간 파스타계의 강자 자리를 지켜온 데체코가 이번엔 구르메 라인으로 오랜 세월 쌓인 노하우를 유감없이 발휘했습니다. 데체코는 산지에 전문가를 파견해 듀럼밀의 품질을 직접 확인한다고 해요. 밀을 선별한 후에는 맷돌을 사용해 전통 방식 그대로 밀을 제분합니다. 차갑고 깨끗한 광천수를 넣어 반죽한 뒤 청동 다이스로 면을 뽑아, 거친 표면 사이사이로 소스가 더 잘 스며들 수 있도록 했죠. 총 여섯 가지의 구르메 파스타면을 소개합니다. 롱 파스타와 숏 파스타 중 쓰임새에 따라 골라보세요.",일반 택배배송,2,1000
면사랑,#면#백도#국산#복숭아,[면사랑] 쫄면 1kg (200g*5입),면사랑,6480,5832,10,면6.jpg,"1993년에 설립된 면 전문 브랜드, 면사랑의 쫄면을 소개합니다. 면사랑의 30년 노하우로 반죽을 적정한 온도와 습도에서 숙성해 쫄깃한 면발을 완성했지요. 삶은 후에도 쉽게 불지 않아 마지막까지 탱글한 식감을 즐길 수 있답니다. 1인분씩 개별 포장해 총 5봉을 담았으니 든든하게 구비해 보세요. 매콤한 소스와 야채를 곁들여도 좋고요. 떡볶이나 순두부찌개의 사리로도 훌륭하답니다.",일반 택배배송,2,1000
칠갑농산,#면#냉면#사리,[칠갑농산] 냉면사리 900g (180g*5입봉),칠갑농산,5500,5335,20,면7.jpg,"칠갑농산은 충남 청양군 칠갑산 자락에 위치한 농산물 가공식품 브랜드예요. 50여 년의 전통과 노하우로 만든 각종 면과 떡, 간편식 등의 제품으로 익히 유명한 곳이죠. 이번에 소개할 제품은 쫄깃한 식감이 돋보이는 냉면사리예요. 볶음메밀가루를 더해 만들었기에 구수한 풍미 또한 느낄 수 있지요. 1인 가구도 부담 없이 즐길 수 있도록, 1인분씩 개별 포장해 5봉을 보내드린답니다. 육수와 고명만 준비해 간편하게 냉면을 완성해보세요. ",일반 택배배송,2,1000
오뚜기,#면#당면#옛날,[오뚜기] 옛날자른당면 300g,오뚜기,4780,4541,5,면8.jpg,"한 번 구매해 두면 요긴하게 쓰는 주방 재료로 당면을 빼놓을 수 없어요. 잡채부터 각종 볶음 요리, 국물 요리에 더하는 든든한 사리까지 두루두루 활용하기 그만인 재료이니까요. 지금 소개하는 오뚜기의 당면은 면발을 분리하기 쉽도록 당면을 미리 잘라서 담은 제품이랍니다. 다양한 요리에 쫄깃쫄깃한 매력을 더해 보세요.",일반 택배배송,2,1000
제주우유,#유제품#우유#제주#무항생제,[제주우유] 제주 목초 우유 무항생제 750mL,제주우유,3200,2780,15,유제품1.jpg,"언뜻 가볍게까지 느껴지는 산뜻한 우유맛을 좋아하는 분이라면 이 제품이 반가울 거예요. 원유를 72~75℃에서 15초간 살균해 본연의 담백하고 깔끔한 맛을 온전히 살려냈거든요. 원유를 생산하는 과정도 특별합니다. 자가 목초지를 보유한 제주 목장에서 젖소가 먹는 풀과 사료는 물론, 마시는 물까지 세심하게 관리하죠. 무항생제 인증까지 받았으니 매일의 한 잔으로 부족함이 없을 거예요.",일반 택배배송,2,1000
레스큐어,#유제품#버터#AOP,[레스큐어] AOP 버터 2종,레스큐어,8900,7900,11,유제품6.jpg,"135년 이상의 역사를 자랑하는 버터 브랜드, 레스큐어의 AOP 버터를 만나 보세요. 프랑스에서 특정 지역의 특산품에만 부여하는 AOP 인증을 받은 제품이랍니다. 고소한 무염 버터와 약간의 짠맛을 더한 가염 버터를 준비했으니 용도에 따라 선택해 보세요.",일반 택배배송,2,1000
제주우유,#유제품#저지방#우유,[제주우유] 저지우유 750mL,제주우유,4990,4480,10,유제품7.jpg,"제주에 위치한 다인목장은 목장의 환경부터 젖소의 건강까지, 모든 요소를 세심하게 관리하며 신선한 저지우유를 생산합니다. 저지우유는 고소하고 진한 맛을 지녔을 뿐만 아니라, 부드럽고 크리미해 한층 더 편안하게 마실 수 있어요. 매일 한 잔씩 우유 본연의 풍미를 만끽해 보세요. ",일반 택배배송,2,1000
램노스,#유제품#과일#치즈,[램노스] 과일치즈 5종,램노스,5500,4675,15,유제품3.jpg,"다양한 종류의 라인업을 자랑하며 많은 사랑을 받고 있는 램노스의 과일치즈를 소개합니다. 녹진한 치즈 속에 고소한 견과류와 상큼한 과일이 콕콕 박혀있는 제품인데요. 입안을 가득 채우는 다채로운 식감과 풍미를 지녀, 치즈 보드를 따로 준비할 필요 없이 와인에 간편하게 곁들이기에 제격이랍니다. 그냥 먹어도 맛있지만, 크래커나 베이글과 함께 즐기면 특별하고 색다른 치즈의 풍미를 느끼실 수 있어요. 풍미와 향이 강한 치즈가 부담스럽다면, 상큼한 과일 치즈로 가볍게 치즈의 세계에 다가가 보세요.",일반 택배배송,2,1000
